FACTOR,CRIME_TYPE,COUNT,COMMUNITY_AREA,CORRELATION
demo_hd01_vd59,THEFT,8,17,0.8261967061963366
demo_hd01_vd08,THEFT,8,43,0.8261957012609875
demo_hd01_vd50,ROBBERY,8,20,0.8261826831426626
demo_hd01_vd52,TOTAL,8,38,0.8261743098983382
demo_hd01_vd37,BURGLARY,8,36,0.8261681156588642
demo_hd01_vd28,TOTAL,8,21,-0.826147723303481
demo_hd01_vd39,BATTERY,8,42,0.8261473643638392
demo_hd01_vd40,PROSTITUTION,8,73,0.8261467479374845
traffic_bus,THEFT,7,29,0.8261466124781065
demo_hd01_vd56,THEFT,8,5,0.826134711944877
demo_hd01_vd52,OTHER OFFENSE,8,14,0.8261323563383348
demo_hd01_vd38,CRIMINAL DAMAGE,8,49,0.8261118153394165
demo_hd01_vd41,GAMBLING,8,59,0.8261001142989126
traffic_bus,TOTAL,7,36,0.826099769223473
demo_hd01_vd36,THEFT,8,5,0.826084922831346
demo_hd01_vd33,GAMBLING,8,33,0.8260730399699358
demo_hd01_vd14,BURGLARY,8,51,-0.8260712515939607
traffic_bus,DECEPTIVE PRACTICE,7,28,0.8260482832201504
demo_hd01_vd12,TOTAL,8,47,0.8260461902796087
demo_hd01_vd14,NARCOTICS,8,69,-0.8260346424896499
demo_hd01_vd53,OTHER OFFENSE,8,64,0.8260235262549511
demo_hd01_vd21,CRIMINAL DAMAGE,8,9,0.8260032510656272
demo_hd01_vd51,OTHER OFFENSE,8,6,0.8260018977702821
demo_hd01_vd39,NARCOTICS,8,60,0.8259925027364542
demo_hd01_vd14,DECEPTIVE PRACTICE,8,35,0.8259668199262441
demo_hd01_vd52,BATTERY,8,27,0.8259150447683573
demo_hd01_vd39,TOTAL,8,60,0.8258944359632752
demo_hd01_vd35,OTHER OFFENSE,8,56,0.8258600602188225
demo_hd01_vd08,BATTERY,8,60,0.8258554888977071
demo_hd01_vd20,CRIMINAL DAMAGE,8,9,0.825852537018673
traffic_bus,BATTERY,7,26,0.8258257895832377
demo_hd01_vd46,OTHER OFFENSE,8,74,0.8258251400040083
demo_hd01_vd49,OTHER NARCOTIC VIOLATION,8,17,0.8257966558097931
demo_hd01_vd26,MOTOR VEHICLE THEFT,8,19,-0.8257862435625555
demo_hd01_vd01,OTHER OFFENSE,8,31,0.8257859627824702
demo_hd01_vd16,TOTAL,8,33,0.8257826133139007
demo_hd01_vd14,GAMBLING,8,40,-0.8257378120619979
demo_hd01_vd39,ASSAULT,8,49,0.8257335930927738
demo_hd01_vd51,BATTERY,8,56,0.8257270860011658
demo_hd01_vd51,THEFT,8,64,0.8257250292402462
demo_hd01_vd14,THEFT,8,27,-0.8256885136387113
demo_hd01_vd53,ASSAULT,8,5,0.82566159946901
demo_hd01_vd51,ROBBERY,8,42,0.8256412531097375
demo_hd01_vd49,PROSTITUTION,8,56,0.8256383814685958
demo_hd01_vd37,CRIMINAL DAMAGE,8,42,0.8256303363927523
demo_hd01_vd52,TOTAL,8,62,0.8256269252843317
demo_hd01_vd14,THEFT,8,7,-0.8256040449443756
demo_hd01_vd52,TOTAL,8,13,0.8255891845144256
demo_hd01_vd48,TOTAL,8,57,0.8255881212655272
demo_hd01_vd52,TOTAL,8,20,0.8255782342400205
demo_hd01_vd50,THEFT,8,38,0.8255123957632531
demo_hd01_vd38,PUBLIC PEACE VIOLATION,8,58,0.8255123220538237
demo_hd01_vd52,BURGLARY,8,52,0.8255122461463328
demo_hd01_vd25,NARCOTICS,8,12,0.8255117252740883
demo_hd01_vd32,CRIMINAL DAMAGE,8,62,0.825502135244572
traffic_bus,BURGLARY,7,65,0.825500602167097
demo_hd01_vd22,NARCOTICS,8,52,0.8254939628006526
demo_hd01_vd37,BATTERY,8,23,0.8254834956949898
demo_hd01_vd39,CRIMINAL DAMAGE,8,68,0.8254733338415094
demo_hd01_vd42,INTIMIDATION,8,42,0.8254642458652983
demo_hd01_vd33,CRIMINAL DAMAGE,8,49,0.8254011058770723
demo_hd01_vd39,WEAPONS VIOLATION,8,35,-0.825389122464503
demo_hd01_vd26,ASSAULT,8,69,-0.8253712287852497
demo_hd01_vd21,CRIMINAL DAMAGE,8,62,0.8253710292858795
demo_hd01_vd56,BATTERY,8,53,0.8253698005765987
demo_hd01_vd21,NARCOTICS,8,35,0.82534733916543
demo_hd01_vd38,BATTERY,8,19,0.8253301754160626
traffic_bus,BATTERY,7,73,0.8253264844641622
demo_hd01_vd06,TOTAL,8,18,0.825314076550956
demo_hd01_vd36,CRIMINAL TRESPASS,8,75,0.8253053690745138
demo_hd01_vd39,TOTAL,8,13,0.8252867891678336
demo_hd01_vd39,BURGLARY,8,52,0.8252782243883215
demo_hd01_vd23,INTERFERENCE WITH PUBLIC OFFICER,8,15,0.8252462869334869
demo_hd01_vd36,ROBBERY,8,69,0.8252458173530345
demo_hd01_vd26,BATTERY,8,63,-0.8252367766296601
demo_hd01_vd50,CRIMINAL DAMAGE,8,63,0.8252333796253953
demo_hd01_vd38,BATTERY,8,38,0.8251999452601334
demo_hd01_vd38,TOTAL,8,23,0.8251991707419258
demo_hd01_vd26,BATTERY,8,66,-0.8251700861506739
demo_hd01_vd53,NARCOTICS,8,34,0.8251650990224133
demo_hd01_vd37,BATTERY,8,53,0.8251308215423033
demo_hd01_vd14,BATTERY,8,41,-0.825129234300046
demo_hd01_vd42,LIQUOR LAW VIOLATION,8,73,0.8251167153133616
demo_hd01_vd51,GAMBLING,8,35,0.8250849502682359
demo_hd01_vd59,BURGLARY,8,38,0.825044854864175
demo_hd01_vd50,CRIMINAL DAMAGE,8,55,0.8250434807928235
demo_hd01_vd13,WEAPONS VIOLATION,8,19,-0.8250309634424796
demo_hd01_vd50,BATTERY,8,25,0.8249414884416552
demo_hd01_vd26,LIQUOR LAW VIOLATION,8,67,-0.8249342224525014
demo_hd01_vd14,TOTAL,8,20,-0.8249138614092243
demo_hd01_vd20,TOTAL,8,55,0.8248862330429776
demo_hd01_vd28,BATTERY,8,48,-0.8248705115194485
demo_hd01_vd37,CRIMINAL DAMAGE,8,2,0.8248665121906174
demo_hd01_vd02,CRIMINAL DAMAGE,8,9,0.824839676898642
demo_hd01_vd28,CRIMINAL TRESPASS,8,13,-0.824809552774321
demo_hd01_vd52,TOTAL,8,14,0.8248093890693474
demo_hd01_vd51,BATTERY,8,68,0.8248007297287583
demo_hd01_vd52,BATTERY,8,21,0.8248007059916314
demo_hd01_vd28,ASSAULT,8,66,-0.8247990873884017
demo_hd01_vd37,BATTERY,8,49,0.8247949602618935
demo_hd01_vd39,OTHER OFFENSE,8,40,0.8247876546125444
demo_hd01_vd36,PROSTITUTION,8,69,0.8247493076625444
demo_hd01_vd16,OTHER OFFENSE,8,18,0.8247403246304446
traffic_bus,TOTAL,7,76,0.8247280933585205
demo_hd01_vd41,CRIMINAL DAMAGE,8,62,0.8247178965628743
demo_hd01_vd28,BURGLARY,8,48,-0.8247164235463649
demo_hd01_vd53,TOTAL,8,13,0.8247123052880876
demo_hd01_vd51,CRIMINAL TRESPASS,8,43,0.8247042174829982
traffic_bus,ASSAULT,7,69,0.8247026567711072
demo_hd01_vd36,ROBBERY,8,42,0.8246976339824135
demo_hd01_vd51,CRIMINAL TRESPASS,8,8,0.824668293875311
demo_hd01_vd49,SEX OFFENSE,8,61,0.8246452818536874
traffic_bus,DECEPTIVE PRACTICE,7,75,0.82462835180675
demo_hd01_vd53,GAMBLING,8,35,0.8246272903963401
demo_hd01_vd03,NARCOTICS,8,12,0.8245938100901428
traffic_bus,BATTERY,7,7,0.8245900016391382
demo_hd01_vd52,TOTAL,8,46,0.8245862344974662
demo_hd01_vd28,INTIMIDATION,8,52,-0.8245494545395501
demo_hd01_vd39,TOTAL,8,7,0.8245320306041845
demo_hd01_vd42,BURGLARY,8,38,0.8245203220379436
traffic_bus,TOTAL,7,19,0.8245161811394437
demo_hd01_vd07,TOTAL,8,47,0.8245115214471196
demo_hd01_vd42,ROBBERY,8,21,0.8245071224865256
demo_hd01_vd52,BATTERY,8,68,0.8244898362841664
traffic_bus,THEFT,7,51,0.8244864383004963
demo_hd01_vd28,TOTAL,8,51,-0.8244708098353208
demo_hd01_vd52,GAMBLING,8,71,0.8244700919506835
demo_hd01_vd49,BURGLARY,8,38,0.824431247918475
demo_hd01_vd36,NARCOTICS,8,35,0.8244302527516982
demo_hd01_vd38,CRIMINAL DAMAGE,8,60,0.8244076778489227
demo_hd01_vd36,GAMBLING,8,1,0.8243575929070642
demo_hd01_vd39,NARCOTICS,8,43,0.8243477114625204
demo_hd01_vd38,GAMBLING,8,25,0.8243468650165692
demo_hd01_vd49,GAMBLING,8,33,0.8243390101433559
demo_hd01_vd38,PROSTITUTION,8,3,0.8243006546729702
demo_hd01_vd55,OTHER OFFENSE,8,74,0.8242723039656346
demo_hd01_vd50,CRIMINAL DAMAGE,8,17,0.8242688999856496
demo_hd01_vd06,CRIMINAL DAMAGE,8,9,0.8242508320651863
demo_hd01_vd17,CRIMINAL DAMAGE,8,9,0.8242443296030856
demo_hd01_vd51,THEFT,8,59,0.8242205067333611
demo_hd01_vd24,BURGLARY,8,18,0.8241769809112849
demo_hd01_vd01,TOTAL,8,57,0.8241648970426461
demo_hd01_vd14,TOTAL,8,22,-0.8241467255748913
demo_hd01_vd45,TOTAL,8,47,0.82413562525005
demo_hd01_vd36,BURGLARY,8,69,0.8241286567240662
demo_hd01_vd53,TOTAL,8,52,0.8241129845424326
demo_hd01_vd20,CRIMINAL DAMAGE,8,18,0.8241036402314733
traffic_bus,TOTAL,7,7,0.8241020345613039
traffic_bus,THEFT,7,58,0.824082894618438
demo_hd01_vd14,NARCOTICS,8,2,-0.8240693600900172
demo_hd01_vd52,THEFT,8,7,0.8240357836367445
traffic_bus,TOTAL,7,9,0.8239959438691632
traffic_bus,THEFT,7,24,0.823969476799919
demo_hd01_vd21,OTHER OFFENSE,8,3,0.8239415658514424
demo_hd01_vd36,ASSAULT,8,61,0.8239384083864091
demo_hd01_vd39,BATTERY,8,56,0.8239376058083239
demo_hd01_vd38,THEFT,8,5,0.8239309358778178
demo_hd01_vd28,NARCOTICS,8,31,-0.8239210528950182
demo_hd01_vd53,OTHER OFFENSE,8,17,0.823894524379194
demo_hd01_vd03,TOTAL,8,12,0.8238792147154584
demo_hd01_vd38,CRIMINAL DAMAGE,8,17,0.8238738168875988
demo_hd01_vd38,CRIMINAL DAMAGE,8,55,0.8238247046138786
demo_hd01_vd39,GAMBLING,8,25,0.8238189415571534
demo_hd01_vd49,OTHER OFFENSE,8,74,0.8238177300686117
demo_hd01_vd39,DECEPTIVE PRACTICE,8,20,-0.8238162699740144
demo_hd01_vd52,PROSTITUTION,8,56,0.8238117768112446
demo_hd01_vd36,LIQUOR LAW VIOLATION,8,73,0.8237988882078949
demo_hd01_vd26,BURGLARY,8,39,-0.8237942905455808
demo_hd01_vd36,ROBBERY,8,68,0.8237926982183713
demo_hd01_vd14,BATTERY,8,20,-0.8237809706891526
demo_hd01_vd29,BATTERY,8,18,0.8237551705945652
traffic_bus,BATTERY,7,52,0.8237379179841168
demo_hd01_vd56,OTHER OFFENSE,8,70,0.8237339460067639
demo_hd01_vd03,CRIMINAL DAMAGE,8,9,0.823722305389212
demo_hd01_vd08,TOTAL,8,43,0.8237167210793082
demo_hd01_vd03,BATTERY,608,0,0.8237025243989405
demo_hd01_vd52,THEFT,8,14,0.8237019209845889
demo_hd01_vd51,NARCOTICS,8,46,0.8236843825512634
demo_hd01_vd51,NARCOTICS,8,60,0.8236757612060257
demo_hd01_vd36,WEAPONS VIOLATION,8,35,-0.823664807529676
demo_hd01_vd38,OTHER OFFENSE,8,19,0.8235905894212247
demo_hd01_vd51,GAMBLING,8,25,0.8235777012367508
demo_hd01_vd10,ASSAULT,8,8,-0.8235615810035686
demo_hd01_vd36,CRIMINAL DAMAGE,8,24,0.8235500597517642
demo_hd01_vd37,TOTAL,8,15,0.8235310570841515
demo_hd01_vd52,TOTAL,8,22,0.8235304158332565
demo_hd01_vd52,CRIMINAL DAMAGE,8,12,0.8235097745859101
demo_hd01_vd43,HOMICIDE,8,52,0.8235080793692646
demo_hd01_vd14,BATTERY,8,21,-0.8234927651635631
demo_hd01_vd14,MOTOR VEHICLE THEFT,8,53,-0.823474064205192
demo_hd01_vd53,CRIMINAL DAMAGE,8,67,0.8234676466556802
demo_hd01_vd49,ASSAULT,8,56,0.8234596646922651
demo_hd01_vd59,GAMBLING,8,33,0.82341319008068
demo_hd01_vd04,CRIMINAL TRESPASS,8,35,0.8234051535644362
demo_hd01_vd56,OTHER OFFENSE,8,30,0.8233947898272851
demo_hd01_vd55,THEFT,8,18,0.8233853826812407
demo_hd01_vd37,TOTAL,8,2,0.8233435694263057
demo_hd01_vd36,ROBBERY,8,1,0.8233019745439225
demo_hd01_vd14,NARCOTICS,8,25,-0.8232971396415175
demo_hd01_vd06,LIQUOR LAW VIOLATION,8,72,0.8232513616326143
demo_hd01_vd35,ROBBERY,8,21,0.8231882879519652
demo_hd01_vd15,PUBLIC PEACE VIOLATION,8,30,-0.8231614672826546
traffic_bus,CRIMINAL DAMAGE,7,5,0.8231369889625533
demo_hd01_vd37,CRIMINAL DAMAGE,8,27,0.8231334513207975
demo_hd01_vd53,TOTAL,8,71,0.8231062213545393
demo_hd01_vd08,BURGLARY,8,2,0.8230871568696447
demo_hd01_vd14,TOTAL,8,52,-0.8230862559914724
demo_hd01_vd14,CRIMINAL DAMAGE,8,68,-0.8230049663533656
demo_hd01_vd52,GAMBLING,8,53,0.8229988369047895
demo_hd01_vd08,TOTAL,8,45,0.8229916345970647
demo_hd01_vd53,NARCOTICS,8,35,0.8229892489145892
demo_hd01_vd26,ROBBERY,8,19,-0.8229828754123585
demo_hd01_vd38,TOTAL,8,72,0.8229588205163856
demo_hd01_vd47,TOTAL,8,18,0.8229555337233386
demo_hd01_vd28,NARCOTICS,8,40,-0.8229527149264866
demo_hd01_vd19,DECEPTIVE PRACTICE,8,11,-0.8229174237927103
demo_hd01_vd14,ASSAULT,8,66,-0.82288168818792
demo_hd01_vd36,OTHER OFFENSE,8,64,0.8228645913603186
demo_hd01_vd09,PUBLIC PEACE VIOLATION,8,30,0.822855403155367
demo_hd01_vd03,BURGLARY,8,18,0.8228507088863111
demo_hd01_vd26,ASSAULT,8,53,-0.82284566499636
demo_hd01_vd36,BURGLARY,8,75,0.8228275788562581
traffic_bus,CRIMINAL DAMAGE,7,38,0.8228138090732822
demo_hd01_vd53,THEFT,8,14,0.8228095134700028
demo_hd01_vd51,BATTERY,8,50,0.8227959507454016
demo_hd01_vd56,CRIMINAL DAMAGE,8,11,0.8227804098606214
traffic_bus,BATTERY,7,29,0.8227414167323032
traffic_bus,THEFT,7,15,0.8227287724012909
demo_hd01_vd49,OTHER OFFENSE,8,56,0.822724127687912
demo_hd01_vd50,BATTERY,8,15,0.8226935582764396
demo_hd01_vd14,BURGLARY,8,19,-0.822665844584957
demo_hd01_vd26,MOTOR VEHICLE THEFT,8,30,-0.8226213912501532
demo_hd01_vd40,TOTAL,8,18,0.8226152715229933
demo_hd01_vd08,TOTAL,8,47,0.8226028369692694
traffic_bus,TOTAL,7,3,0.822600209170394
demo_hd01_vd38,SEX OFFENSE,8,66,0.822597818001355
demo_hd01_vd48,CRIMINAL DAMAGE,8,57,0.8225972496968947
demo_hd01_vd59,CRIMINAL TRESPASS,8,75,0.8225792179410583
demo_hd01_vd50,OTHER OFFENSE,8,22,0.8225606389752419
demo_hd01_vd20,THEFT,8,65,0.8225539613663604
demo_hd01_vd52,BURGLARY,8,49,0.822503979523335
traffic_bus,BATTERY,7,14,0.8224909136710885
demo_hd01_vd06,KIDNAPPING,8,9,0.8224814758803082
demo_hd01_vd51,PROSTITUTION,8,56,0.8224738380442752
demo_hd01_vd37,BATTERY,8,7,0.8224453221987222
demo_hd01_vd49,CRIMINAL DAMAGE,8,74,0.8224419724679222
demo_hd01_vd33,CRIMINAL DAMAGE,8,18,0.8224346707679961
demo_hd01_vd37,CRIMINAL DAMAGE,8,76,0.8224263613742292
demo_hd01_vd13,DECEPTIVE PRACTICE,8,44,0.8224212685204636
traffic_bus,ASSAULT,7,42,0.8223825806772667
demo_hd01_vd37,BURGLARY,8,69,0.8223674008626026
demo_hd01_vd52,ROBBERY,8,42,0.8223614562609869
demo_hd01_vd16,TOTAL,8,12,0.82235909038349
demo_hd01_vd33,INTIMIDATION,8,42,0.8223581614466219
demo_hd01_vd38,TOTAL,8,16,0.8223567737482862
demo_hd01_vd14,MOTOR VEHICLE THEFT,8,45,-0.8223537990103598
demo_hd01_vd02,NARCOTICS,8,12,0.8223485209787709
demo_hd01_vd36,BATTERY,8,68,0.822324490199363
demo_hd01_vd32,THEFT,8,18,0.8223233865116311
demo_hd01_vd33,THEFT,8,18,0.8223088379462086
demo_hd01_vd36,TOTAL,8,42,0.8222976617326877
demo_hd01_vd26,BURGLARY,8,3,-0.8222796627162087
demo_hd01_vd55,INTIMIDATION,8,42,0.8222046858668132
demo_hd01_vd50,ASSAULT,8,19,0.8221896225502966
demo_hd01_vd47,SEX OFFENSE,8,61,0.8221689625481949
demo_hd01_vd09,DECEPTIVE PRACTICE,8,36,-0.8221637722857518
demo_hd01_vd51,BATTERY,8,27,0.8221557978586148
demo_hd01_vd37,NARCOTICS,8,5,0.8221534339405779
demo_hd01_vd38,NARCOTICS,8,64,0.8220983371908583
demo_hd01_vd14,DECEPTIVE PRACTICE,8,28,0.8220908861426922
demo_hd01_vd38,TOTAL,8,12,0.8220873749247622
demo_hd01_vd39,TOTAL,8,22,0.8220829694431501
demo_hd01_vd49,CRIMINAL DAMAGE,8,71,0.8220787977304628
demo_hd01_vd20,NARCOTICS,8,55,0.8220544399451346
demo_hd01_vd42,CRIMINAL DAMAGE,8,74,0.8220453450227921
demo_hd01_vd37,BATTERY,8,45,0.8219901220799454
demo_hd01_vd37,BATTERY,8,21,0.8219656266127671
traffic_bus,THEFT,7,43,0.8219579158506353
demo_hd01_vd55,GAMBLING,8,59,0.8219517200877461
demo_hd01_vd55,TOTAL,8,57,0.8219471708194446
demo_hd01_vd08,PUBLIC PEACE VIOLATION,8,1,0.8219190232277752
demo_hd01_vd35,OTHER OFFENSE,8,7,0.8219179286044519
demo_hd01_vd55,OTHER OFFENSE,8,52,0.8218906758248127
demo_hd01_vd37,BATTERY,8,64,0.8218878228853247
demo_hd01_vd51,TOTAL,8,17,0.8218815260525228
demo_hd01_vd39,BURGLARY,8,53,0.8218669343088747
demo_hd01_vd46,TOTAL,8,57,0.8218583338760904
demo_hd01_vd54,TOTAL,8,47,0.8218499390229653
demo_hd01_vd36,NARCOTICS,8,34,0.8218434668862202
traffic_bus,BATTERY,7,45,0.821826388860393
demo_hd01_vd51,THEFT,8,2,0.8218140588638142
demo_hd01_vd35,OTHER NARCOTIC VIOLATION,8,17,0.8217917971998929
demo_hd01_vd36,BATTERY,8,7,0.8217573368422688
traffic_bus,THEFT,7,42,0.8217385350996856
traffic_bus,THEFT,7,3,0.8217292608846252
demo_hd01_vd31,THEFT,8,18,0.8216656540155589
demo_hd01_vd53,ASSAULT,8,19,0.8216508081412985
demo_hd01_vd26,BURGLARY,8,27,-0.8216041363983694
traffic_bus,TOTAL,7,23,0.8215658823393597
demo_hd01_vd53,BATTERY,8,11,0.8215620824859161
demo_hd01_vd49,TOTAL,8,64,0.8215420384926773
demo_hd01_vd56,CRIMINAL DAMAGE,8,6,0.8215334144647631
demo_hd01_vd31,TOTAL,8,57,0.8215328657991988
demo_hd01_vd35,ASSAULT,8,49,0.8215315079307149
demo_hd01_vd52,TOTAL,8,7,0.8215118623696738
demo_hd01_vd52,CRIMINAL DAMAGE,8,2,0.8215067443740488
demo_hd01_vd51,TOTAL,8,42,0.8215010844447678
demo_hd01_vd56,INTIMIDATION,8,76,0.8214947561684436
demo_hd01_vd37,NARCOTICS,8,22,0.8214929310830701
demo_hd01_vd51,TOTAL,8,49,0.8214917000648446
demo_hd01_vd49,CRIMINAL DAMAGE,8,55,0.8214743042640065
demo_hd01_vd37,CRIMINAL DAMAGE,8,8,0.8214696586874994
demo_hd01_vd39,NARCOTICS,8,8,0.8213941574314089
demo_hd01_vd37,WEAPONS VIOLATION,8,24,0.8213574072984173
demo_hd01_vd42,TOTAL,8,59,0.821355616769066
demo_hd01_vd49,TOTAL,8,12,0.8213545832785316
demo_hd01_vd14,BURGLARY,8,29,-0.8213387135740107
demo_hd01_vd37,ASSAULT,8,19,0.8213288898650382
demo_hd01_vd52,NARCOTICS,8,57,0.8213216877295286
demo_hd01_vd50,ASSAULT,8,40,0.821318563304122
demo_hd01_vd56,OTHER OFFENSE,8,18,0.821315099864184
demo_hd01_vd29,OTHER OFFENSE,8,18,0.8213106511916909
demo_hd01_vd56,OTHER OFFENSE,8,17,0.8212909503493677
demo_hd01_vd38,BATTERY,8,45,0.8212821425627931
demo_hd01_vd49,INTERFERENCE WITH PUBLIC OFFICER,8,69,-0.8212608606615595
demo_hd01_vd52,NARCOTICS,8,33,0.8212334915494964
demo_hd01_vd56,CRIMINAL TRESPASS,8,61,0.8212134448576022
demo_hd01_vd36,ROBBERY,8,71,0.8212074875903069
demo_hd01_vd59,CRIMINAL DAMAGE,8,74,0.8211874025843876
demo_hd01_vd08,OTHER OFFENSE,8,60,0.8211731742194327
demo_hd01_vd28,BATTERY,8,75,-0.8211712789563496
demo_hd01_vd37,OTHER OFFENSE,8,40,0.8211590539285272
demo_hd01_vd21,NARCOTICS,8,46,0.8211536275527977
demo_hd01_vd37,THEFT,8,19,0.8211370088394867
demo_hd01_vd37,THEFT,8,12,0.8211290741351118
demo_hd01_vd56,CRIMINAL DAMAGE,8,55,0.8211224293412671
traffic_bus,CRIMINAL DAMAGE,7,23,0.8211080559900722
demo_hd01_vd38,OTHER OFFENSE,8,18,0.8211076538372148
demo_hd01_vd26,MOTOR VEHICLE THEFT,8,21,-0.8210929588773247
demo_hd01_vd32,TOTAL,8,57,0.8210878971940136
demo_hd01_vd28,BATTERY,8,22,-0.821083243665563
demo_hd01_vd50,OTHER OFFENSE,8,64,0.8210737644214718
demo_hd01_vd56,TOTAL,8,55,0.8210639296009753
demo_hd01_vd51,ROBBERY,8,66,0.8210217942708237
traffic_bus,THEFT,7,68,0.8210124623500337
traffic_bus,THEFT,7,38,0.8209672072026207
demo_hd01_vd52,ASSAULT,8,20,0.820945424730658
demo_hd01_vd40,TOTAL,8,47,0.8209442273272378
demo_hd01_vd46,THEFT,8,18,0.8209392854423506
demo_hd01_vd37,BATTERY,8,50,0.8209294168032572
traffic_bus,THEFT,7,65,0.8208690687216613
demo_hd01_vd39,BATTERY,8,27,0.8208407082324674
demo_hd01_vd39,TOTAL,8,58,0.8208333577851183
demo_hd01_vd51,LIQUOR LAW VIOLATION,8,73,0.8208100514745205
demo_hd01_vd33,GAMBLING,8,59,0.8207995412958264
demo_hd01_vd56,CRIMINAL DAMAGE,8,75,0.8207960620908602
demo_hd01_vd33,INTIMIDATION,8,76,0.8207651965827747
demo_hd01_vd52,LIQUOR LAW VIOLATION,8,73,0.8207468797838597
demo_hd01_vd39,BATTERY,8,5,0.8207459802643717
demo_hd01_vd35,OTHER OFFENSE,8,40,0.8207422525008445
demo_hd01_vd35,CRIMINAL TRESPASS,8,56,0.8207146756624597
demo_hd01_vd50,CRIMINAL DAMAGE,8,53,0.820662142951986
demo_hd01_vd15,CRIMINAL DAMAGE,8,47,0.8206290882483689
demo_hd01_vd48,INTIMIDATION,8,38,0.8206103526392247
demo_hd01_vd37,TOTAL,8,70,0.8205965757193912
demo_hd01_vd54,TOTAL,8,18,0.8205960573400004
demo_hd01_vd47,OTHER OFFENSE,8,74,0.8205723371290579
demo_hd01_vd53,NARCOTICS,8,64,0.8205569222367417
demo_hd01_vd21,NARCOTICS,8,64,0.8205423794912161
demo_hd01_vd52,ROBBERY,8,68,0.8205191622464613
demo_hd01_vd52,TOTAL,8,72,0.8205060302980054
traffic_bus,OTHER OFFENSE,7,28,0.8205025344303717
demo_hd01_vd14,OTHER OFFENSE,8,14,-0.8204835617346168
demo_hd01_vd53,CRIMINAL DAMAGE,8,53,0.8204568963113694
demo_hd01_vd28,TOTAL,8,39,-0.820451919662652
demo_hd01_vd50,ASSAULT,8,56,0.8204448858582115
demo_hd01_vd52,OTHER OFFENSE,8,30,0.8204405521903823
demo_hd01_vd17,NARCOTICS,8,12,0.820440307750713
demo_hd01_vd56,THEFT,8,59,0.8204388026507574
demo_hd01_vd14,NARCOTICS,8,31,-0.8204240593810063
demo_hd01_vd55,CRIMINAL TRESPASS,8,33,0.8204175497681299
demo_hd01_vd36,BATTERY,8,21,0.8204051032842367
demo_hd01_vd59,INTIMIDATION,8,76,0.820385532102432
demo_hd01_vd38,TOTAL,8,69,0.8203845808180904
demo_hd01_vd39,CRIMINAL TRESPASS,8,38,0.8203627924036837
demo_hd01_vd36,TOTAL,8,7,0.8203474566299102
demo_hd01_vd44,CRIMINAL DAMAGE,8,32,0.8203463877435944
demo_hd01_vd36,DECEPTIVE PRACTICE,8,20,-0.8203455002257702
demo_hd01_vd33,CRIMINAL TRESPASS,8,56,0.8203448310957716
demo_hd01_vd53,ROBBERY,8,20,0.8203318189454718
demo_hd01_vd38,LIQUOR LAW VIOLATION,8,63,0.8203246688475598
demo_hd01_vd27,OTHER OFFENSE,608,0,0.82030841338288
demo_hd01_vd10,OTHER OFFENSE,8,73,-0.8202897981712822
demo_hd01_vd26,TOTAL,8,63,-0.8202539267645295
demo_hd01_vd39,GAMBLING,8,1,0.8202365381415133
demo_hd01_vd36,NARCOTICS,8,57,0.8202295586315294
demo_hd01_vd36,BURGLARY,8,49,0.8202279671225484
demo_hd01_vd14,GAMBLING,8,25,-0.820168480184661
demo_hd01_vd28,THEFT,8,1,-0.8201671537566858
demo_hd01_vd03,INTIMIDATION,8,4,-0.8201593251789143
traffic_bus,TOTAL,7,35,0.8201581788498048
demo_hd01_vd28,THEFT,8,66,-0.8201403940573659
demo_hd01_vd39,BURGLARY,8,75,0.8201398886734775
demo_hd01_vd13,BURGLARY,8,18,0.8201128823273137
demo_hd01_vd35,PROSTITUTION,8,38,0.8200961960486094
demo_hd01_vd32,OTHER OFFENSE,8,52,0.8200878470359372
demo_hd01_vd36,ROBBERY,8,20,0.8200852800600904
demo_hd01_vd50,THEFT,8,14,0.8200820867711384
demo_hd01_vd50,ASSAULT,8,25,0.8200371477922097
demo_hd01_vd51,BATTERY,8,42,0.8200335919875845
demo_hd01_vd06,OFFENSE INVOLVING CHILDREN,608,0,0.8200315718231492
demo_hd01_vd36,TOTAL,8,22,0.8200307937189588
demo_hd01_vd20,BATTERY,8,36,0.8200305568950604
demo_hd01_vd51,ROBBERY,8,68,0.8200299168792884
demo_hd01_vd01,THEFT,8,59,0.8200292980831144
demo_hd01_vd35,PROSTITUTION,8,73,0.8199932217029213
demo_hd01_vd51,ROBBERY,8,21,0.8199728064451042
demo_hd01_vd37,CRIMINAL DAMAGE,8,7,0.819965953289577
demo_hd01_vd56,KIDNAPPING,8,9,0.8199585945178002
demo_hd01_vd28,NARCOTICS,8,69,-0.8199567645262542
demo_hd01_vd36,BATTERY,8,61,0.8199560126679992
traffic_bus,OTHER OFFENSE,7,44,0.8199461961839286
traffic_bus,BATTERY,7,24,0.8199415751040593
demo_hd01_vd39,TOTAL,8,68,0.8199260643480325
traffic_bus,TOTAL,7,61,0.8199075576773547
demo_hd01_vd25,SEX OFFENSE,608,0,0.8199010393112899
demo_hd01_vd28,BATTERY,8,16,-0.8198835609872729
demo_hd01_vd08,BURGLARY,8,13,0.8198824232480305
demo_hd01_vd38,TOTAL,8,45,0.8198781012189499
demo_hd01_vd39,BURGLARY,8,49,0.8198755913037618
